# CLOSED INVENTORY of every file this branch changed, and how each is covered.
#
# WHY THIS FILE EXISTS
# scripts/test-doc-evidence-coverage.sh reverts one fix at a time and counts the controls
# that notice. It printed "every fix has a control". It mutated ONE FILE —
# scripts/check_doc_evidence.py — from a hand-maintained list of replacements. Fixes in
# gate-receipts.sh, test-doc-evidence.sh, the Makefile and the CI workflow were outside
# its target entirely and could be reverted with nothing going red. MUTATION-DEAD catches
# a LISTED replacement that stops applying; an OMITTED one is invisible, and the whole
# point of that runner was to catch a control that silently stops testing.
#
# So the denominator is no longer a string in a script. It comes from git — the set of
# files this branch changed against its merge-base with main — and is reconciled against
# this file IN BOTH DIRECTIONS, exactly as tests/conformance-manifest.txt is reconciled
# against the .pd files on disk:
#
#   a changed file with no row here          -> UNDECLARED  (fail)
#   a row here naming an unchanged file      -> MISSING     (fail)
#   a `mutated` row with no mutation         -> UNCOVERED   (fail)
#   a mutation whose patch no longer applies -> DEAD        (fail)
#
# A file cannot leave the measurement by being forgotten; it can only leave by being
# argued for in a row here, which is a reviewed edit.
#
# Columns are TAB-separated: path  disposition  note
#
# disposition:
#   mutated            the coverage runner reverts fixes in this file and requires
#                      controls to go red. Every such file must have >=1 mutation.
#   is-the-detector    this file IS the controls. A mutation to it cannot be caught by
#                      running it — that is circular. What protects it is the coverage
#                      table itself: delete a control and the count for the fix it
#                      covered drops, or the fix reports UNCOVERED.
#   content            not executable gate machinery. Covered by a different gate, named
#                      in the note. Reverting it fails THAT gate, not these controls.

scripts/check_doc_evidence.py	mutated	the evidence checker: cmd: execution, L1/L2/L3, hermeticity, per-segment status, gate: receipt validation, the dynamic-evidence rule
scripts/gate-receipts.sh	mutated	the receipt runner: the argv grammar for a cited gate, and invocation-private receipt storage
Makefile	content	target wiring. Its targets are what `make gates` runs, so a mis-wired target fails that target rather than these controls; the ordering fix it used to carry was deleted once the probe began minting its own receipts, because it no longer fixed anything
.github/workflows/preview.yml	mutated	the three evidence steps that had never run in CI: before this branch the job called check-docs.sh directly and check-doc-evidence appeared in no workflow
scripts/test-doc-evidence.sh	is-the-detector	the controls themselves; see the disposition note above
scripts/test-doc-evidence-coverage.sh	is-the-detector	the coverage runner; it cannot mutate itself without deciding its own verdict
docs/reference/features/feature-index.toml	content	the evidence corpus. Covered by `make check-docs` (every cmd: executed) and `make gate-receipts` (every gate: outcome checked against a run)
docs/citation-pins.tsv	content	generated by check-doc-evidence.sh --update; covered by `make check-docs`, which fails on any unpinned or MOVED citation
tests/conformance-manifest.txt	content	the closed fixture inventory. Covered by `scripts/conformance.sh`, which fails on UNDECLARED and MISSING
tests/regression/array_param_mut_write.pd	content	conformance fixture, run and transcript-diffed by `make conformance`
tests/regression/array_param_mut_write.expected	content	transcript for the above; `make conformance` diffs it byte for byte
tests/regression/lifetimes_uninferred.pd	content	conformance fixture, run and transcript-diffed by `make conformance`
tests/regression/lifetimes_uninferred.expected	content	transcript for the above; `make conformance` diffs it byte for byte
tests/regression/param_reused_after_call.pd	content	conformance fixture, run and transcript-diffed by `make conformance`
tests/regression/param_reused_after_call.expected	content	transcript for the above; `make conformance` diffs it byte for byte
tests/reject/array_param_write_byvalue.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/async_fn.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/closure_literal.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/const_generic_param.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/extern_block.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/generic_bound.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/loop_keyword.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/macro_invocation_bracket.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/mut_borrow_of_immutable.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/question_mark_operator.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/ref_parameter.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/total_attribute.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/try_block.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
tests/reject/uncalled_body_is_checked.pd	content	negative fixture, refused at a declared stage+diagnostic by `make conformance`
scripts/doc-evidence-fixes.tsv	is-the-detector	the file denominator, reconciled against git rather than trusted
scripts/doc-evidence-controls.tsv	is-the-detector	the control denominator, reconciled against the labels the probe prints at runtime
